date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-05-29,CWS,DET,1,4,-1,1,Brandon Eisert,Troy Melton
2026-05-30,CWS,DET,6,7,1,2,Anthony Kay,Framber Valdez
2026-05-31,CWS,DET,1,2,-1,0,Sean Burke,Keider Montero
2026-06-01,CWS,MIN,-3,6,-5,4,David Sandlin,Joe Ryan
2026-06-02,CWS,MIN,-2,4,-3,3,Davis Martin,Connor Prielipp
2026-06-03,CWS,MIN,8,8,5,5,Erick Fedde,Taj Bradley
2026-06-05,CWS,PHI,-2,6,-1,5,Anthony Kay,Jesus Luzardo
2026-06-06,CWS,PHI,3,6,3,6,Brandon Eisert,Andrew Painter
2026-06-07,CWS,PHI,-4,5,-4,5,Tyler Gilbert,Aaron Nola
2026-06-09,CWS,ATL,1,6,-1,3,Brandon Eisert,Grant Holmes
2026-06-10,CWS,ATL,1,2,2,2,Davis Martin,Chris Sale
2026-06-12,CWS,LAD,6,8,6,8,Anthony Kay,Roki Sasaki
2026-06-13,CWS,LAD,-6,1,-5,0,Sean Burke,Yoshinobu Yamamoto
2026-06-14,CWS,LAD,2,6,5,6,Bryan Hudson,Emmet Sheehan
2026-06-16,CWS,NYY,-10,2,-9,2,Davis Martin,Gerrit Cole
2026-06-17,CWS,NYY,-5,5,-6,3,Anthony Kay,Carlos Rodon
2026-06-18,CWS,NYY,4,5,0,1,Bryan Hudson,Ryan Weathers
2026-06-19,CWS,DET,-1,3,-1,3,Brandon Eisert,Tarik Skubal
2026-06-20,CWS,DET,-3,1,-2,1,Sean Newcomb,Troy Melton
2026-06-21,CWS,DET,-1,4,1,2,Davis Martin,Keider Montero
2026-06-22,CWS,CLE,1,6,3,3,Anthony Kay,Gavin Williams
